title,content,tokens,url
How do I set up a Direct Debit?,"We support Core (outbound) direct debits in EUR and GBP. To set up a direct debit, just give the organisation you want to pay your unique account details. To find your account details:For Euros:Head to the 'Home' sectionSelect your EUR account you wish to pay fromClick the three dots ‘...’ button to open the overflow menu and select ‘Details’You’ll find the account details under the ‘Local’ tabPlease note that the maximum limit for a direct debit transaction in EUR is currently €10,000.For British Pounds:Head to the 'Home' sectionSelect your GBP account you wish to pay fromClick the three dots ‘...’ button to open the overflow menu and select ‘Details’You’ll find the sort code and account number under the ‘Local’ tabPlease note that there is no maximum limit for a direct debit transaction in GBP at the moment.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/how-do-i-set-up-a-direct-debit
How can I cancel a direct debit?,"The way to cancel a direct debit on your account depends on whether it is denominated in GBP (which is made through the BACS scheme) or in EUR (which is made through the SEPA scheme).To cancel a local GBP direct debit: Go to your last direct debit payment in the transactions section of the Revolut app and ‘cancel the transaction’ from ‘completed payments’. You can cancel a UK direct debit before 4pm (UK time) on the business day that it is due. If you’ve missed this cut-off, don’t worry as you may be entitled to a refund for that particular transaction and you’ll still be able to cancel future direct debit payments as long as you do so before the cut off. You can ask us for a refund in relation to the direct debit transaction by making a Direct Debit Indemnity Claim on your behalf. Whether you are entitled to a refund will depend on the rules of the BACS scheme.To deactivate any future EUR Direct Debit transactions:Go to the ‘Payments’ section of the app and open 'Scheduled' tab. Select the direct debit you wish to cancel, click 'Delete' and follow the instructions. If it’s too late to cancel your direct debit and you are charged for the amount, you will be entitled to an unconditional refund if you contact us within eight weeks of the date the payment was taken from your account.Once a Direct Debit is cancelled, it cannot be restored. Please note, our Support team is not able to cancel direct debits on your account. If you are unable to cancel a direct debit on your account yourself, you may still be entitled to a refund so please get in touch with Support.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/how-can-i-cancel-a-direct-debit
Why was my Direct Debit declined?,"There can be a few reasons.Usually, it’s because you don’t have enough money associated to the currency account from which the Direct Debit was set from. Funds must be in the same currency account that was used for setting up the Direct Debit. For example: if you set up a GBP Direct Debit, and provided the merchant with details from your GBP currency account, you must have enough money in that account to cover the Direct Debit paymentsIt's always worth double checking with the merchant if they have your correct account details. For GBP it's your GBP account number and sort code. For EUR, it's your EUR IBAN and BIC code.The limit of a single EUR Direct Debit payment is 10,000 EUR. There is no limit for GBP Direct Debits.Make sure the beneficiary is setting up a Core Direct Debit scheme, as we do not support B2B (but we're working on it!)If your Direct Debit is still failing, contact our support team, and we’ll be happy to help.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/why-was-my-direct-debit-declined
How can I dispute a Direct Debit taken from my account?,"The dispute process differs depending on whether it was a GBP or EUR Direct Debit.For EUR, if you want to dispute a transaction, you have the right to request an immediate refund within 8 weeks from the date your account was debited. If the mandate relating to the Direct Debit was not authorised by you, you can request a refund up to 13 months after the date your account was debited. You can do this by contacting our business support team.For GBP, please reach out to our business support team and let them know what happened. If your account was incorrectly debited, you may be eligible to receive a refund under the UK Direct Debit Guarantee scheme.If you wish to place a 'stop payment order' to prevent future debits from this merchant, follow the instructions here.In either case, let us know on our live chat as soon as possible.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/a-direct-debit-was-taken-from-my-account-that-i-want-to-dispute-what-are-my-options
Why does the sender see a different name in transfer details?,"Revolut uses a banking partner to provide features like Direct Debits. The sort code belongs to our banking partner Modulr FS Ltd. However, Revolut is still the paying bank institution and your Direct Debit should go through without any issues.However, if your account and company name looks different for the sender, they should double check the account details. If this continues, please take a screenshot of the issue and contact support here.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/why-do-i-see-a-different-name-for-gbp-direct-debits
What are the payment limits for Direct Debits?,"The limit of a single EUR Direct Debit payment is 10,000 EUR.There are no limits for GBP Direct Debit unless you have insufficient balance.You can set up as many Direct Debits as you like. However, you're limited by your balance as a merchant cannot debit your account if your balance is lower than their debit amount.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/what-are-the-payment-limits-for-direct-debits
What do I do if a direct debit on my account is incorrect?,"If you wish to dispute a Direct Debit transaction, please contact our support team.Please reach out to your merchant to confirm if they've debited you correctly.If they have and you're still seeing issues, please chat to us and let our support agents know what happened.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/what-do-i-do-if-a-direct-debit-on-my-account-is-incorrect
Is Revolut charging me a fee for processing a direct debit?,"Revolut does not charge a fee to process or return a debit. Direct Debit is treated as a local payment. However, a bank that is receiving funds could also charge a fee. You can check your pricing plan limits, usage and allowance here.",100,https://help.revolut.com/business/help/receiving-payments/direct-debits/is-revolut-charging-me-a-fee-for-processing-a-direct-debit
How can I provide my clients with invoices?,"With an active Merchant account you can now send an invoice to your customer to explain what money they owe you for services or products you provided them with. An invoice is an official way of keeping record of how much money the customer needs to pay you, and it’s an easy way for the customer to know how much to pay you back.You can issue invoices in English only but in any of the following 28 currencies: AED, AUD, BGN, CAD, CHF, CZK, DKK, EUR, GBP, HKD, HUF, ILS, JPY, MXN, NOK, NZD, PLN, QAR, RON, RUB, SAR, SEK, SGD, THB, TRY, USD and ZAR.To send an invoice to one of your clients:Click on the 'Invoices' tab on the main menu in your Revolut Business account, or navigate to the 'Hub' tab and click on the 'Invoices' appClick “New Invoice” button on the top of the screenAdd or select the client that you want to send the invoice toChoose the relevant currency, add the item(s) the billing relates to and click 'continue'Review your invoice; some details (eg. VAT number) can only be edited in Invoice SettingsIf everything checks out, send the invoice by clicking 'send' and you’re done!You can also edit Unpaid invoices - this includes those that are overdue, sent or incomplete. However, once you open ""New invoice"" screen, the invoice number is registered permanently. These run sequentially in the order they're created. For incomplete invoices, a draft is created, but if the invoice draft is deleted, that invoice number is terminated irreversibly.",100,https://help.revolut.com/business/help/receiving-payments/invoices/can-i-provide-my-clients-with-invoices
In which currencies can I issue invoices?,"You can issue invoices in any of the following 28 currencies: AED, AUD, BGN, CAD, CHF, CZK, DKK, EUR, GBP, HKD, HUF, ILS, JPY, MXN, NOK, NZD, PLN, QAR, RON, RUB, SAR, SEK, SGD, THB, TRY, USD and ZAR.",100,https://help.revolut.com/business/help/receiving-payments/invoices/in-which-currencies-can-i-issue-invoices
How can I get paid through invoices?,"When creating an invoice, under the 'Invoice details' section, you can select what payment method(s) you want to accept from your customer to get paid: card payments, Apple Pay, Google Pay, Revolut Pay and/or easy bank transfers.Once your invoice has been created and sent, your customer will receive an email with a link to a hosted payment page. On this page, your customer will be able to view the payment method(s) you have selected for the invoice, and make the payment accordingly.Paid money will land on your Merchant account and can be withdrawn to your Business account after 24 hours, learn more here.",100,https://help.revolut.com/business/help/receiving-payments/invoices/how-can-i-get-paid-through-invoices
How do I customize my default invoice settings?,"You can set various controls and details for new invoices in Invoice Settings:Go to Invoices tabClick the three dots (...) button on the top right of the screenSelect Invoice SettingsHere you have options to:Set automatic reminders for customers about unpaid invoicesChoose the payment methods you offer your customersChange what's printed on the invoice, such as VAT number*, invoice prefix and number*, currency and contact detailsSet invoiced payment schedule details (invoice date, due date, supply date)Set series for how many invoices these default settings will recurChoose a logo to be displayed on the invoiceWrite the email message that accompanies the invoiceEnter an extra note that appears on the invoice that covers any additional details*Please note:Invoice numbers are sequential, which means the number set will go up by one for each new invoice drafted. The invoice number is registered permanently - even for deleted drafts you won't be able to reuse the same invoice number.The VAT number on an invoice is not taken from your Revolut Business profile. It must be set in invoice general settings.",100,https://help.revolut.com/business/help/receiving-payments/invoices/how-do-i-customize-my-default-invoice-settings
How can I or my customer save a PDF copy of an invoice I sent?,"After an invoice has been sent, your customer will receive an email with a link to a hosted payment page containing the invoice and payment details. On this page, your customer will be able to download a PDF copy of your invoice, containing all the relevant details you've entered.You can also download a PDF copy of the invoice you have sent:Go to Invoices menuClick ""See all"" and select the invoice you have sent to the customerClick the three dots (...) button and select ""Download PDF""",100,https://help.revolut.com/business/help/receiving-payments/invoices/can-my-customer-save-a-pdf-copy-of-an-invoice-i-sent
How can I remind my client about an unpaid invoice?,"You can enable automatic reminders while creating the invoice.Click on New invoiceUnder Additional options click on automatic remindersEnable automatic reminders.This would send the reminder to the customer automatically 7 days before the invoice is due, on the day invoice is due and 3 days after the due date.",100,https://help.revolut.com/business/help/receiving-payments/invoices/can-i-remind-my-client-about-an-unpaid-invoice
How do I put logo on my invoice?,"You can add your logo to your invoices to personalise them and increase your brand recognition.Go to Settings (from profile at the top left corner)Click on your picture, or initials, at the top of your screenChoose a file and upload your logoBefore sending an invoice, click on the preview button to see what your logo looks like on the invoice.Your logo will also be visible on the payment page for the customer and on the statement as well.",100,https://help.revolut.com/business/help/receiving-payments/invoices/how-do-i-put-logo-on-my-invoice
"Can I receive payments from Paypal, Stripe, Amazon, etc.?","If you’re based in Europe or in the UK, you should easily be able to receive payments from major retailers, POS and payment gateway providers like Stripe, Amazon and PayPal.In other countries, you’ll need to confirm with the provider first to make sure you can receive these payments.",100,https://help.revolut.com/business/help/receiving-payments/from-retailers-pos-or-payment-gateways/can-i-receive-payments-from-paypal-stripe-amazon-etc
Can I transfer money from my PayPal account to my Revolut Business card?,"Yes, although currently, this PayPal feature is only available for PayPal accounts in the EU.To add your Revolut Business card:Login to your PayPal accountHead to the Cards sectionClick on Link a New CardFill in your card detailsPaypal will send a confirmation code via a small deduction on your card.Note:The address on the card must be same as the address entered on PayPalThe card must have stored value (in order for PayPal to make a small deduction for authorisation)The card must be activated for online purchases",100,https://help.revolut.com/business/help/receiving-payments/from-retailers-pos-or-payment-gateways/can-i-transfer-money-from-my-paypal-account-to-my-revolut-business-card
What if my account is blocked?,"Your account may be flagged by our security system if:We have reason to believe that your account details may have been compromised and/or are at risk of fraudulent activitiesWe have reason to suspect a deliberate violation of our T&CsIf that happens, please take a look at the Requests tab on the website menu to see what documentation or information is being requested from you. Our team may also contact you to help and advise you.NOTE: Requests are only available on the web app.",100,https://help.revolut.com/business/help/managing-my-business/verifying-details/what-if-my-account-is-blocked
I need to verify my source of funds,"As a regulated body, and in line with our Terms and Conditions, we are required to understand our clients' activity. This means occasionally we review accounts and may request additional information from those accounts. We do this to make sure your money is safe and that we meet our legal requirements. Click here to go to requests.Depending upon how your business generates money, we may need you to upload the following documents in order to verify your source of funds:Your external bank account statements (please make sure your main income is visible)Invoices issued to your key customersAcquirer Statements such as Stripe or PayPalWe also accept the following signed and dated documents:Funding/Subscription agreementsPurchase Agreements/ContractsLoan AgreementsPlease note that we cannot accept or recognise any activity on your business account that is related to your personal spending. For your personal expenses we recommend you set up a personal Revolut account.Note: we may contact you in order to clarify any other activity on your account aside from your Source of funds. See here.For additional information you can read the following:What is a ‘Source of Funds’ check and how does it affect me?Money Laundering – What is it and why should we care?",100,https://help.revolut.com/business/help/managing-my-business/verifying-details/b-i-need-to-verify-my-source-of-funds
Why is my business information being requested again?,"Why? To comply with the requirements of financial regulators, we may ask you for business details to make sure we have up-to-date information about your business. With traditional banks, Providing this type of information can sometimes be a lengthy process – however with Revolut Business, all you have to do is submit a few documents and we’ll take care of the rest.If your business is registered in the UK, we can get a lot of this information from Companies House, however we can’t always rely solely on this source of information. We may ask you for additional documents to support the information you’ve already provided.How? Once you receive an information request from Revolut Business, please follow these steps:Open the Requests page found on the menuAfter all sections are completed click ‘Click here to submit’Tick the confirmation box and click ‘Finish Review’Our team will review your information as soon as we receive it. If the details provided aren't sufficient enough to verify the review section, you'll receive a notification and your request will be updated with additional notes. You should upload extra documents as described in the notes provided.Requirements to pass each section can be found here:Incorporation detailsOperating addressType of business activityBusiness ownersWhen? Please provide the requested information as soon as possible. If we don’t receive the necessary information within 21 days of the request, your account may be partially restricted.In case you're unable to complete the request yourself or have any other issues, submit a support request.",100,https://help.revolut.com/business/help/managing-my-business/verifying-details/why-is-my-business-information-being-requested-again
Why am I asked to prove my business activity if I've just opened an account?,"During your application process, you selected that you ""don't have a document, website or online profile"" and you only started trading less than 3 months ago, so you could provide the information later.Please take the following steps:Go to Requests pageGo through each section to confirm information (this article should help: Type of business activity)Our team will review your information as soon as we receive it. Please provide the requested information as soon as possible – if we don’t receive the necessary information within 21 days of your request, your account may be partially restricted.Find out more about such requests here.",100,https://help.revolut.com/business/help/managing-my-business/verifying-details/why-is-revolut-asking-me-to-provide-information-about-the-nature-of-my-business-activity
Where can I find my transactions statement?,"You can download a statement for transactions of any type, status, time period and more. To download your transactions statement:Go to Settings (click on your name at the top left of the screen)Open Statements pageSelect transaction statementsApply or remove filtersClick download button at the top to get a statementYou can choose PDF or CSV fileYou have an option to ""share"" the statement via email (we highly recommend to protect your document with password)You can also download statements from your Dashboard:Go to your Dashboard tabClick the three dots (...) button to open the overflow menuSelect StatementsSelect transaction statementsThe document is downloaded in the language your app is currently set to. To change the language, go to Settings page → scroll down to Location → select language.What if I can't get a statement?If you are unable to get statement, feel free to raise a support request here.Note: you need permissions to add, remove and manage accounts to download statements. Ask your account owner or admin to grant you access.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/finding-my-account-statement
How to get my Business account confirmation statement?,"You can download a document showing all your currency pockets and account details. This is useful if you need to prove your business account to authorities or share your account details in one place:Go to Settings (click on your name at the top left of the screen)Open Statements pageChoose Account ConfirmationSelect accounts and dateDownload to get a file or share the statement via email (we highly recommend to protect your document with password)The document is downloaded in the language your app is currently set to. To change the language, go to Settings page → scroll down to Location → select language.If you are unable to get statement, feel free to raise a support request here.Note: you need permissions to add, remove and manage accounts to download statements. Ask your account owner or admin to grant you access.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/i-need-a-document-showing-my-account-information
How can I download a Statement of Balances?,"A Statement of Balances is a document that shows the available funds in your account on a desired date. You can download your Statement of Balances in PDF format:Go to Settings (click on your name at the top left of the screen)Open Statements pageChoose Statement of balancesSelect dateClick Get statement.The document is downloaded in the language your app is currently set to. To change the language, go to Settings page → scroll down to Location → select language.Having trouble? Raise a support request here and we will check it for you.Note: you need permissions to add, remove and manage accounts to download statements. Ask your account owner or admin to grant you access.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/how-can-i-download-a-statement-of-balances
How to get a monthly statement?,"Monthly statement provides a completed transactions summary for each selected currency account in separate pages.Go to Settings (click on your name at the top left of the screen)Open Statements pageChoose Monthly statementSelect currency accountsChoose dates and file type (PDF or CSV)Download to get a file or share the statement via email (we highly recommend to protect your document with password)For other types of statements find help here.If you are unable to get statement, feel free to raise a support request here.Note: you need permissions to add, remove and manage accounts to download statements. Ask your account owner or admin to grant you access.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/how-to-get-a-monthly-statement
Where can I find my Merchant account statement?,"If you have an active Merchant account, you can download a separate Merchant account transactions statement:Go to Home and open Merchant tabSelect StatementSelect your dates, filters and continueIf you are unable to get statement, feel free to raise a support request here.Note: you need permissions to add, remove and manage accounts to download statements. Ask your account owner or admin to grant you access.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/where-can-i-find-my-merchant-account-statement
Audit requests,"You can share your business statements with your auditor straight from your account:Go to ‘Settings’Open ‘Statements’Select ‘Audit confirmation’Click ‘Share statement’Enter your auditor’s emailChoose a password to protect your file – we highly recommend doing thisClick ‘Share’ – your auditor will then get a ZIP file with a password-protected PDF (remember to share the password with them too)The audit will then be considered official. We’ll send the documents to your auditor directly from our email, so you don’t need to stamp or sign them, nor do we.If you want to send your account confirmation or statement of balances too, just repeat the same steps.A note for auditors:When asking for an audit, please get in touch with the company itself – no need to contact us for that. Thanks!",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/audit-requests
How can I get a card statement?,"You can create a custom transactions statement for your own card(s) in a couple of clicks.Head to the Cards tabClick on a cardSelect View transactionsAdjust filters as you wishExport your statement by clicking the download button (PDF or CSV)You can also request support to get your business card confirmation statement.If you are unable to get statement, feel free to raise a support request here.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/can-i-get-an-account-statement-for-one-card
Can Revolut Business provide me with either stamped or signed documents?,"Unfortunately, we’re not able to sign or stamp any documents at the moment.However, you can easily get our statements digitally:Account confirmation statementTransactions statement (CSV, PDF)Card statementStatement of BalancesIf you are unable to get statement, feel free to raise a support request here.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/can-revolut-business-provide-me-with-either-stamped-or-signed-documents
Why balance on my monthly statement is different than the balance in the app?,"Transactions displayed in the Payments section show the time when the transaction happened, whereas transactions on your monthly statements show the time when they were completed.This is because the transaction can be pending for a few days for merchants to accept your payment, which means some transactions you make towards the end of the month could appear on your next monthly statement.Exchanging currencies out of market hours can be the cause as well.",100,https://help.revolut.com/business/help/managing-my-business/viewing-my-account-statements/why-balance-on-my-monthly-statement-is-different-than-the-balance-in-the-web-app
Team members,"A team member is considered any individual who has been invited to your Revolut Business account and is active.Invite extra team members as you need to, for no additional cost.Set them with different access permissions.Check your current team members or add new ones by simply navigating to Team tab.For more info, click here.",100,https://help.revolut.com/business/help/managing-my-business/users-and-employees/team-members
Inviting new team members,"You can invite as many people to join your Revolut Business account as you want. To add a new team member:Go to the Home menuOpen the Team tabClick the Invite buttonEnter the email addresses of members you want to send invitations to. Email addresses must not be registered with any other Revolut Business account. If you are receiving an error, please tell the invitee to contact us or complete a support request hereChoose their role within the account and manage their permissions when creating their profileYou'll also be able to manage those permissions in the future by going to the same menu and selecting the profile you’d like to edit.Based on the permissions assigned to the team members you've invited, they may need to pass identity verification. For more details about what's involved, take a look here.You can also Block or Delete a team member if necessary:Go to Home menuOpen the Team tab and select a profileClick Block or DeleteBlocked team member will no longer have access to the account but will still appear on the members list in the Team page on the website, with the status Terminated. Deleted users will be permanently removed from the Business account: you can still invite them again, but deleted user's cards will no longer be working.",100,https://help.revolut.com/business/help/managing-my-business/users-and-employees/how-can-i-add-a-new-team-member
Which countries can team members be invited from?,"You can invite team members to join your Revolut Business account and give them cards and permissions to manage the account, even if they're based outside of your business' country of incorporation.However depending on the country of residence of the team member you're inviting to your Revolut Business account, exceptions can apply:If the invited team member resides in Afghanistan, Albania, Barbados, Belarus, Bosnia and Herzegovina, Burkina Faso, Cambodia, Cayman Islands, Central African Republic, China, Comoros, Democratic Republic of Congo, Eritrea, Ethiopia, Gibraltar, Haiti, Iraq, Jamaica, Jordan, Kosovo, Lebanon, Libya, Mali, Morocco, Myanmar, Nicaragua, Pakistan, Panama, Philippines, Russian Federation, Senegal, Somalia, South Sudan, Sudan, Trinidad and Tobago, Turkey, Uganda, Ukraine, United Arab Emirates, Vanuatu, Venezuela, Yemen, or Zimbabwe, they can join the account, but:You won't be able to issue them a cardYou won't be able to give them permission to manage the accountThe default roles OWNER, ADMIN, and ACCOUNTANT won't be available to themIf the invited team member resides in American Samoa, Angola, Anguilla, Antarctica, Bahamas, Bangladesh, Bolivia, Botswana, Bouvet Island, British Antarctic Territory, British Indian Ocean Territory, Cape Verde (Cabo Verde), Caribbean Netherlands (Bonaire, Sint Eustatius and Saba), Chad, Christmas Island, Cocos (Keeling) Islands, Curacao, Falkland Islands, French Guiana, French Polynesia, French Southern Territories, Gambia, Gaza Strip, Ghana, Greenland, Guadeloupe, Guam, Guinea-Bissau, Guyana, Heard Island and McDonald Islands, Kiribati, Laos, Liberia, Macao (SAR China), Madagascar, Maldives, Marshall Islands, Martinique, Mauritius, Mayotte, Micronesia, Mongolia, Mozambique, Nauru, New Caledonia, Niue, North Macedonia, Northern Mariana Islands, Palau, Papua New Guinea, Pitcairn, Reunion, Rwanda, Saint Barthelemy, Saint Helena Ascension and Tristan Da Cunha, Saint Martin, Saint Pierre and Miquelon, San Marino, Sao Tome and Principe, Seychelles, Sierra Leone, Sint Maarten, Solomon Islands, South Georgia and the South Sandwich Islands, Suriname, Svalbard and Jan Mayen, Swaziland, Timor-Leste (East Timor), Tokelau, Tonga, United States Minor Outlying Islands, Uruguay, US Virgin Islands, Vatican City, Wallis and Futuna, or Western Sahara and your business is incorporated in Gibraltar, Guernsey, Isle of Man, Jersey, Switzerland, United Kingdom or United States:They can join the account and you will be able to assign them a cardYou won't be able to give them permission to manage the accountThe default roles OWNER, ADMIN, and ACCOUNTANT won't be available to themIf the invited team member resides in American Samoa, Angola, Anguilla, Antarctica, Bahamas, Bangladesh, Bolivia, Botswana, Bouvet Island, British Antarctic Territory, British Indian Ocean Territory, Cape Verde (Cabo Verde), Caribbean Netherlands (Bonaire, Sint Eustatius and Saba), Chad, Christmas Island, Cocos (Keeling) Islands, Curacao, Falkland Islands, French Guiana, French Polynesia, French Southern Territories, Gambia, Gaza Strip, Ghana, Greenland, Guadeloupe, Guam, Guinea-Bissau, Guyana, Heard Island and McDonald Islands, Kiribati, Laos, Liberia, Macao (SAR China), Madagascar, Maldives, Marshall Islands, Martinique, Mauritius, Mayotte, Micronesia, Mongolia, Mozambique, Nauru, New Caledonia, Niue, North Macedonia, Northern Mariana Islands, Palau, Papua New Guinea, Pitcairn, Reunion, Rwanda, Saint Barthelemy, Saint Helena Ascension and Tristan Da Cunha, Saint Martin, Saint Pierre and Miquelon, San Marino, Sao Tome and Principe, Seychelles, Sierra Leone, Sint Maarten, Solomon Islands, South Georgia and the South Sandwich Islands, Suriname, Svalbard and Jan Mayen, Swaziland, Timor-Leste (East Timor), Tokelau, Tonga, United States Minor Outlying Islands, Uruguay, US Virgin Islands, Vatican City, Wallis and Futuna, or Western Sahara and your business isn't incorporated in Gibraltar, Guernsey, Isle of Man, Jersey, Switzerland, United Kingdom or United States, but is incorporated in another country where Revolut Business is available, they can join the account, but:You won't be able to assign them a cardYou won't be able give them permission to manage the accountThe default roles OWNER, ADMIN, and ACCOUNTANT won't be available to themIf the invited team member resides in Crimea, Cuba, Democratic People's Republic of Korea (DPRK), Sevastopol, Syrian Arab Republic:They can't join your Revolut Business accountIn all other cases, the invited team members can join your Revolut Business account and be assigned cards and permissions to manage the account, even if they're based outside of your business' country of incorporation.",100,https://help.revolut.com/business/help/managing-my-business/users-and-employees/which-countries-can-team-members-be-invited-from
How can I set my team permissions?,"You can give members of your team access to your business account with individual customised permissions. This will define what they can see and do within your account.How to set different user permissions or roles:Go to your Home menuOpen the Team tabChoose the team member you'd like to editSelect Role on the side menuFind the role assigned to the member and click 'View' next to it, or click + sign to create a new roleChange permissions as neededFor example, you can provide read-only access for admins and accountants, or let employees view their card spending.Note that if you have a freelancer account, you're not able to order a card for your team members.Here's how to set transfer approval rules:Select 'transfers' permissionGo to 'approval rules' tabEdit existing rule or click 'add new' to create a new approval ruleSet if payments above the chosen limit can be declined or approved by one or more team members with the specific role. The approver role must have 'View transfers' permission enabled.Only account owners and team members with permissions to add, manage, or remove team members can invite new team members and define their permissions.If you wish to change the owner of the account, see here.",100,https://help.revolut.com/business/help/managing-my-business/users-and-employees/setting-permissions
How can I pass ownership of my account to another person in the company?,"Each Revolut Business account has one account owner. The applying person, or applicant, automatically becomes the owner of the account. This person will also serve as a main contact in case we might need to reach out to you. Transferring ownership of our Revolut Business account is easy*.If the new owner is already an admin of the account, this admin needs to:Go to Home menuOpen Team tabSelect current owner's profileSelect Delete team member (terminated profiles can always be reinvited back)Choose from a list of team members who will become the new sole account ownerIf the new owner is not on your Business account yet, invite the new owner and give them 'Admin' permissions when creating their profile. Then, follow steps above.*Note: if you have not completed the application process yet, you can't switch the owner. You'll need to close your Business account application (click here) and start a new one — this time, the correct applicant should begin the process.",100,https://help.revolut.com/business/help/managing-my-business/users-and-employees/how-can-i-pass-ownership-of-my-account-to-another-person-in-the-company
Why can't I log in to my account?,"Please follow these easy troubleshooting steps:Reset your password (web) or passcode (mobile app)Set your browser to incognito or private mode before logging inClear your browser's cache and enable pop upsTry using a different browserMake sure you have Revolut Business mobile app (black icon) and try to reinstall the app againIf you have changed your phone number, contact our support team.If none of the above steps work for you, please submit a request here or get in touch with support: go to Settings → Help page and scroll down to chat requests. If you can't log in, click here and then click 'Contact us' (you'll be asked to fill in some information).",100,https://help.revolut.com/business/help/managing-my-business/users-and-employees/why-cant-i-log-in-to-my-account-via-the-web-interface
What are Expenses?,"Revolut Expenses allows you to capture receipts, categorise, and reconcile all your business expenses all in one place, so you save time on your admin! Some of our innovative product features include:Team membersAttach a receipt to your expense - simply snap a photo, upload a file or even forward an emailAuto-match digital receipts attached to the corresponding expenseAdd a description, category and even labels to group themAuto-categorised repeat expenses to the same merchant or counterpartyGet automated reminders for expenses that require your attention via in-app, push and email notificationsRecord out-of-pocket expensesAdminTrack all outbound transactions from your business account, including direct debits and bank transfersReview and approve expenses in one clickDownload transaction data, expense information as a CSV file with receipt attachmentsSync directly with an accounting software, such as XeroCustomise expense categories and tax ratesCreate expense labels (such as by project or location) to map expenses to your bookkeeping",100,https://help.revolut.com/business/help/managing-my-business/expenses/what-are-expenses
How do I set up Expenses?,"There is no setup required!When you make outbound transactions, they will automatically appear in the Expenses section (this includes all outbound transactions such as card payments, bank transfers, and direct debits).We have pre-configured Expenses with commonly used categories & tax rates so you don’t have to worry about the nitty-gritty details. If you’d like to customize them, such as creating labels for your expenses, simply go to the Settings tab in Expenses.",100,https://help.revolut.com/business/help/managing-my-business/expenses/how-do-i-set-up-expenses
How do Expenses work?,"Team MembersBy default, all team members with a card can submit expenses through the mobile app. When a team member spends on their Revolut Business card, they’ll receive an instant notification to upload a receipt and fill in any required other expense. They can simply do everything on the go:tap on the push notificationsnap a photo of a receipt or upload a fileselect a categoryadd a descriptionadd labelssubmit the expenseAdminsWhen the team member has submitted the expense, the expense will be ready for review. You can review and approve this expense, or if the expense is out of company policy, you can request a refund from your team member.Once approved, the expense data can be downloaded manually as a CSV or automatically synced to an accounting software, such as Xero.In-app & email reminders will also help you stay on top of all company expenses that need to be reviewed.",100,https://help.revolut.com/business/help/managing-my-business/expenses/how-do-expenses-work
Where can I find Expenses in the app?,"Click here to view your expenses, or follow the steps below:If you are on the web browser,Go to Hub tab;Look for the Expenses app and tap on it;You can pin the app for quicker access! On the left menu panel, simply click on '...' button next to Expenses and ""Pin to menu"".If you are on the mobile app,Go to Hub tab;Look for the Expenses app and tap on it.",100,https://help.revolut.com/business/help/managing-my-business/expenses/where-can-i-find-expenses-in-the-app
How do I approve an expense?,"The Expenses app has 3 main tabs:Incomplete - A list of all expenses that are missing information such as receipt, category, description or labelsIn review - A list of all the expenses that have all the necessary information attached, waiting to be reviewed by the administrator.Reviewed - A list of all approved expenses.To approve an expense:Go to the In Review tabClick on an expense and review the informationOnce you are satisfied, simply click on the Approve button and the expense will move to the Reviewed tab. It is now ready to be exported!You can also edit any of the information before you approve the expenseIf the expense is not within company policy, simply click on Request refund button. Your team member who made the expense will receive a notification to refund the money bank to the company",100,https://help.revolut.com/business/help/managing-my-business/expenses/how-do-i-approve-an-expense
How do I edit the expense details if I made a mistake?,"Team membersBefore an expense is approved, you can edit the details (such as re-uploading a receipt, changing the category, description or labels).Once an expense has been approved, it moves to the Reviewed tab you will no longer be able to edit the details. You'll need extended permissions in Expenses to approve expenses and manage settings.AdminsBefore an expense is approved, you can edit the details (such as re-uploading a receipt, changing the category, description or labels).Once an expense has been approved, the details can no longer be edited. If you would like to make changes on an approved expense:Go to the Reviewed tabSelect the expense that you want to editTap 'Revert decision'The expense moves back to 'Awaiting review' and is now editable from the In review tabIf the expense was previously exported to Xero, we will update its data to avoid duplicates.",100,https://help.revolut.com/business/help/managing-my-business/expenses/how-do-i-edit-the-expense-details-if-i-made-a-mistake
Can I download a copy of all my expenses?,"Only approved expenses can be exported. There are two ways to do so:1. Manual exportGo to the Reviewed tab, and click on the Export button.You’ll be able to download a CSV file containing the expenses for the selected month. All the receipts for the expenses will also be included.2. Xero integrationIf you have Xero integration set up, all approved expenses and it's data, including receipts will be automatically synced to XeroIf the expense failed to sync to Xero, you can manually start the sync again by clicking on the Export button and then click on Export to Xero now",100,https://help.revolut.com/business/help/managing-my-business/expenses/can-i-download-a-copy-of-all-my-expenses
